channel_x_1_rms,channel_x_1_vdv,channel_x_1_crest,channel_y_2_rms,channel_y_2_vdv,channel_y_2_crest,channel_z_3_rms,channel_z_3_vdv,channel_z_3_crest,channel_z_4_rms,channel_z_4_vdv,channel_z_4_crest,vector_sum_rms
1.2262845824016469e-05,2.0339580651841655e-05,1.9344710210210552,6.487067692791681e-06,1.1241800477962824e-05,2.1086540190307557,1.0065280699266793e-05,1.5829739926405425e-05,1.6178772435230298,1.559739336201973e-05,2.333335506382007e-05,1.0755393708362118,2.686650419677541e-05
