channel_x_1_rms,channel_x_1_vdv,channel_x_1_crest,channel_y_2_rms,channel_y_2_vdv,channel_y_2_crest,channel_z_3_rms,channel_z_3_vdv,channel_z_3_crest,channel_z_4_rms,channel_z_4_vdv,channel_z_4_crest,vector_sum_rms
1.2863928939386786e-05,2.1590039410000452e-05,2.0922273492704586,6.894502977894345e-06,1.2027794716276456e-05,3.179244789170225,1.0164483335453068e-05,1.6150999113798936e-05,1.7902659724863406,1.5620909399798714e-05,2.336810104119322e-05,1.0883162372765216,2.765571580216656e-05
