Czas (s),Kana³ 1 (g),Kana³ 2 (g),Kana³ 3 (g),Kana³ 4 (g)
1.073053652682634196e+00,6.341880304471917557e-03,4.419069795539045525e-03,5.244903981042669389e-03,2.306150280000000483e-02
1.073153657682884177e+00,8.083904091341565651e-03,5.042022490706326437e-03,7.676250142180121756e-03,2.318357620000000355e-02
1.073253662683134158e+00,6.167677925784954655e-03,3.003268215613380792e-03,1.829441516587702529e-03,2.062003480000000263e-02
1.073353667683384138e+00,6.283812844909596879e-03,-1.810457156133827347e-03,7.155247393364947382e-03,1.707990620000000501e-02
1.073453672683634119e+00,6.516082683158901274e-03,3.456324721189599995e-03,1.057070985781993593e-02,1.860582370000000291e-02
1.073553677683884100e+00,8.722646146527117395e-03,2.663475836431236556e-03,6.923690616113756940e-03,2.342772300000000099e-02
1.073653682684134081e+00,8.664578686964796717e-03,1.700730762081790809e-03,7.444693364928931315e-03,2.373290650000000127e-02
1.073753687684384284e+00,7.096757278782110656e-03,3.059900278810408301e-03,2.929336208530823084e-03,1.860582370000000291e-02
1.073853692684634265e+00,9.942062797335856836e-03,2.890004089219325775e-03,8.370920473933674000e-03,2.397705330000000218e-02
1.073953697684884245e+00,9.245253282588005231e-03,2.153787267657989845e-03,1.086015582938389817e-02,2.525882399999999917e-02
1.074053702685134226e+00,8.722646146527117395e-03,2.323683457249071938e-03,8.023585308056897444e-03,2.245113580000000081e-02
1.074153707685384207e+00,9.187185823025684553e-03,-5.486319702601820798e-05,6.055352701421826828e-03,1.781234660000000081e-02
1.074253712685634188e+00,1.150988420551854290e-02,4.419069795539045525e-03,8.602477251184865309e-03,2.013174120000000428e-02
1.074353717685884169e+00,1.145181674595622222e-02,6.571088197026026673e-03,1.086015582938389817e-02,2.513675059999999697e-02
1.074453722686134372e+00,1.400678496669838409e-02,7.703729460966554296e-03,9.818150331753570242e-03,2.275631930000000108e-02
1.074553727686384352e+00,1.011626517602283969e-02,9.799115799256507067e-03,7.155247393364947382e-03,1.909411730000000473e-02
1.074653732686634333e+00,1.493586431969551841e-02,3.569588847583654578e-03,1.033915308056874462e-02,2.159662200000000282e-02
1.074753737686884314e+00,1.389065004757374273e-02,2.946636152416353283e-03,9.065590805687225376e-03,2.428223680000000245e-02
1.074853742687134295e+00,1.168408658420550493e-02,4.192541542750936358e-03,1.207582890995262392e-02,1.750716310000000400e-02
1.074953747687384276e+00,1.272930085632730315e-02,3.569588847583654578e-03,7.734139336492914379e-03,2.501467720000000172e-02
1.075053752687634256e+00,1.330997545195051167e-02,4.985390427509299796e-03,1.010759630331755331e-02,2.214595230000000053e-02
1.075153757687884459e+00,1.052273739295908617e-02,1.530834572490708716e-03,1.305994521327016010e-02,2.190180550000000309e-02
1.075253762688134440e+00,1.667788810656516824e-02,7.816993587360588497e-03,1.057070985781993593e-02,1.714094290000000437e-02
1.075353767688384421e+00,1.406485242626070477e-02,3.796117100371744230e-03,1.271261004739338354e-02,1.689679609999999998e-02
1.075453772688634402e+00,1.290350323501426519e-02,4.192541542750936358e-03,1.329150199052134967e-02,1.970448430000000181e-02
1.075553777688884383e+00,1.005819771646049819e-02,5.948135501858744893e-03,1.149693696682465779e-02,2.379394320000000410e-02
1.075653782689134363e+00,1.557460637488107015e-02,7.080776765799252567e-03,1.381250473933650323e-02,2.477053040000000428e-02
1.075753787689384344e+00,1.418098734538534612e-02,6.514456133828999164e-03,1.033915308056874462e-02,1.891100720000000318e-02
1.075853792689634547e+00,1.714242778306373366e-02,5.268550743494436472e-03,1.207582890995262392e-02,1.897204390000000254e-02
1.075953797689884528e+00,2.149748725023786777e-02,8.213418029739780191e-03,1.410195071090048803e-02,2.202387890000000181e-02
1.076053802690134509e+00,1.743276508087536134e-02,4.249173605947962999e-03,1.126538018957348730e-02,2.281735600000000391e-02
1.076153807690384490e+00,1.911672140818268875e-02,1.064859674721189801e-02,1.479662104265403941e-02,2.531986070000000200e-02
1.076253812690634470e+00,2.016193568030446442e-02,7.307305018587362602e-03,1.398617232227490279e-02,1.866686040000000227e-02
1.076353817690884451e+00,2.277497136060894697e-02,1.036543643122676134e-02,1.462295345971566241e-02,2.062003480000000263e-02
1.076453822691134432e+00,2.771070542340627052e-02,1.376336022304832513e-02,1.960142417061613157e-02,2.440431020000000117e-02
1.076553827691384635e+00,3.206576489058039769e-02,1.432968085501859848e-02,2.185910274881518525e-02,2.361083310000000254e-02
1.076653832691634616e+00,3.798864576593719705e-02,1.829392527881041480e-02,2.411678132701423893e-02,2.007070450000000492e-02
1.076753837691884597e+00,4.489867345385346875e-02,2.084236812267658764e-02,2.730068701421802663e-02,2.519778729999999980e-02
1.076853842692134577e+00,4.484060599429114807e-02,1.767097258364313389e-02,3.251071450236968363e-02,2.098625500000000227e-02
1.076953847692384558e+00,4.646649486203615481e-02,1.970972685873606176e-02,2.799535734597157627e-02,2.293942940000000263e-02
1.077053852692634539e+00,5.581535585156992968e-02,2.469334842007435069e-02,3.447894710900475251e-02,2.300046610000000200e-02
1.077153857692884520e+00,6.289958591817317035e-02,2.038931161710037104e-02,4.049942331753556002e-02,2.379394320000000410e-02
1.077253862693134723e+00,6.708044300666031468e-02,2.786474395910781485e-02,4.020997734597157869e-02,2.611333779999999716e-02
1.077353867693384704e+00,7.230651436726925896e-02,2.996013029739777803e-02,4.738823744075831151e-02,3.093523710000000218e-02
1.077453872693634684e+00,7.068062549952425222e-02,2.933717760223048671e-02,4.588311838862561137e-02,2.239009910000000145e-02
1.077553877693884665e+00,7.515181988582303463e-02,2.871422490706320579e-02,4.796712938388626724e-02,2.214595230000000053e-02
1.077653882694134646e+00,8.002948648905802709e-02,2.639231031598513258e-02,5.005114037914693004e-02,2.110832840000000446e-02
1.077753887694384627e+00,7.160970485252141082e-02,2.967696998141263962e-02,4.628834274881517968e-02,1.866686040000000227e-02
1.077853892694634608e+00,8.252638725023786481e-02,2.690199888475837062e-02,4.599889677725119835e-02,1.897204390000000254e-02
1.077953897694884811e+00,7.399047069457659331e-02,2.644894237918216096e-02,4.941435924170617389e-02,2.336668630000000510e-02
1.078053902695134791e+00,7.793905794481445493e-02,3.199888457249071283e-02,4.489900208530807346e-02,2.232906240000000209e-02
1.078153907695384772e+00,7.718418097050427917e-02,2.718515920074349515e-02,4.623045355450238619e-02,2.336668630000000510e-02
1.078253912695634753e+00,7.753258572787820324e-02,2.684536682156134224e-02,4.721456985781992410e-02,1.762923650000000272e-02
1.078353917695884734e+00,7.747451826831588950e-02,2.741168745353160519e-02,4.866179971563983075e-02,2.403809000000000154e-02
1.078453922696134715e+00,7.364206593720266925e-02,3.024329061338290603e-02,5.196148379146921237e-02,2.696785160000000209e-02
1.078553927696384696e+00,7.451307783063747248e-02,2.486324460966543234e-02,4.518844805687204785e-02,2.086418160000000355e-02
1.078653932696634898e+00,7.370013339676498298e-02,2.712852713754647024e-02,4.663567791469195450e-02,2.080314490000000419e-02
1.078753937696884879e+00,7.190004215033302115e-02,2.367397128252787808e-02,4.727245905213271759e-02,2.403809000000000154e-02
1.078853942697134860e+00,6.859019695528068006e-02,2.520303698884758872e-02,4.611467516587679227e-02,2.501467720000000172e-02
1.078953947697384841e+00,7.102903025689817629e-02,2.746831951672863356e-02,4.808290777251186116e-02,1.622539240000000355e-02
1.079053952697634822e+00,7.486148258801141042e-02,2.135205669144981527e-02,4.530422644549764177e-02,2.202387890000000181e-02
1.079153957697884803e+00,7.544215718363463108e-02,2.707189507434945228e-02,4.848813213270144334e-02,2.458742030000000273e-02
1.079253962698134783e+00,7.706804605137963782e-02,3.024329061338290603e-02,4.999325118483414349e-02,2.208491560000000464e-02
1.079353967698384986e+00,7.497761750713606566e-02,2.593925381040892292e-02,4.657778872037916101e-02,2.220698900000000336e-02
1.079453972698634967e+00,7.677770875356804137e-02,2.616578206319703295e-02,4.715668066350711674e-02,2.586919099999999971e-02
1.079553977698884948e+00,7.236458182683158658e-02,2.588262174721189454e-02,4.269921270142181674e-02,1.854478700000000355e-02
1.079653982699134929e+00,7.480341512844908280e-02,2.531630111524164201e-02,4.582522919431281094e-02,2.440431020000000117e-02
1.079753987699384910e+00,6.841599457659372496e-02,2.254133001858736954e-02,4.460955611374409213e-02,1.854478700000000355e-02
1.079853992699634890e+00,6.719657792578495603e-02,2.656220650557621424e-02,4.142565042654029750e-02,2.025381460000000300e-02
1.079953997699884871e+00,6.859019695528068006e-02,2.276785827137545876e-02,4.298865867298579807e-02,2.214595230000000053e-02
1.080054002700135074e+00,6.086722483349191193e-02,2.067247193308550599e-02,3.760496360189574672e-02,2.080314490000000419e-02
1.080154007700385055e+00,5.482820903901045734e-02,1.931330241635688741e-02,3.320538483412324021e-02,2.458742030000000273e-02
1.080254012700635036e+00,5.175063368220742671e-02,1.795413289962825149e-02,3.239493611374408971e-02,2.446534690000000054e-02
1.080354017700885016e+00,5.029894719314938201e-02,1.540569005576207864e-02,3.170026578199054007e-02,1.854478700000000355e-02
1.080454022701134997e+00,4.774397897240721667e-02,1.444294498141263268e-02,2.828480331753556107e-02,2.171869540000000154e-02
1.080554027701384978e+00,4.460833615604186536e-02,1.500926561338290777e-02,2.996358995260664862e-02,2.391601660000000282e-02
1.080654032701634959e+00,4.298244728829685862e-02,1.404652053903346180e-02,2.909525203791470810e-02,2.226802570000000273e-02
1.080754037701885162e+00,4.112428858230256917e-02,1.387662434944238014e-02,2.666390587677727742e-02,2.196284220000000245e-02
1.080854042702135143e+00,4.170496317792577595e-02,1.591537862453532709e-02,2.602712473933651779e-02,2.379394320000000410e-02
1.080954047702385123e+00,3.944033225499524176e-02,1.863371765799256077e-02,2.469567327014220506e-02,2.171869540000000154e-02
1.081054052702635104e+00,3.769830846812559366e-02,1.755770845724908061e-02,2.284321905213271969e-02,2.202387890000000181e-02
1.081154057702885085e+00,3.653695927687915235e-02,1.449957704460966106e-02,2.272744066350713618e-02,2.446534690000000054e-02
1.081254062703135066e+00,3.351745137963844240e-02,1.551895418215613366e-02,2.214854872037916658e-02,2.055899810000000327e-02
1.081354067703385047e+00,3.531754262607041117e-02,6.231295817843861620e-03,2.162754597156399394e-02,1.659161260000000318e-02
1.081454072703635028e+00,3.369165375832540443e-02,1.291387927509293418e-02,2.052765127962087252e-02,2.245113580000000081e-02
1.081554077703885230e+00,3.345938392007610090e-02,1.387662434944238014e-02,1.867519706161138715e-02,1.933826410000000218e-02
1.081654082704135211e+00,3.212383235014271837e-02,1.432968085501859848e-02,2.023820530805689119e-02,2.177973210000000437e-02
1.081754087704385192e+00,2.672355861084681206e-02,2.380315520446099446e-03,1.855941867298580364e-02,2.049796140000000391e-02
1.081854092704635173e+00,3.067214586108467714e-02,1.019554024163569876e-02,1.745952398104268222e-02,2.434327350000000528e-02
1.081954097704885154e+00,2.544607450047573285e-02,1.076186087360595303e-02,2.018031611374409770e-02,2.037588800000000519e-02
1.082054102705135135e+00,2.788490780209323255e-02,1.019554024163569876e-02,1.879097545023699495e-02,2.483156710000000711e-02
1.082154107705385115e+00,2.863978477640342565e-02,1.189450213754648066e-02,1.931197819905214677e-02,2.324461290000000291e-02
1.082254112705635318e+00,2.498153482397716396e-02,1.257408689591078994e-02,2.064342966824645950e-02,2.257320920000000300e-02
1.082354117705885299e+00,2.167168962892482981e-02,1.081849293680298141e-02,1.977509175355452939e-02,2.110832840000000446e-02
1.082454122706135280e+00,2.382018563273072612e-02,8.553210408921945243e-03,1.543340218009479903e-02,2.422120010000000309e-02
1.082554127706385261e+00,1.946512616555661282e-02,8.553210408921945243e-03,1.699641042654029960e-02,2.037588800000000519e-02
1.082654132706635242e+00,1.975546346336821968e-02,5.325182806691463981e-03,1.190216132701424692e-02,1.720197960000000373e-02
1.082754137706885222e+00,1.981353092293054036e-02,8.100153903345725173e-03,1.514395620853081596e-02,2.416016340000000026e-02
1.082854142707135203e+00,1.911672140818268875e-02,5.948135501858744893e-03,1.473873184834124592e-02,1.946033750000000090e-02
1.082954147707385406e+00,1.563267383444338909e-02,7.703729460966554296e-03,1.132326938388627906e-02,2.019277790000000364e-02
1.083054152707635387e+00,1.441325718363463057e-02,1.191042193308544314e-03,1.404406151658769454e-02,1.317355740000000427e-02
1.083154157707885368e+00,1.104534452901997574e-02,3.796117100371744230e-03,1.016548549763034680e-02,2.043692470000000108e-02
1.083254162708135349e+00,8.200039010466208741e-03,3.003268215613380792e-03,9.760261137440776752e-03,2.507571390000000455e-02
1.083354167708385329e+00,1.052273739295908617e-02,1.983891078066927702e-03,8.602477251184865309e-03,2.080314490000000419e-02
1.083454172708635310e+00,3.206237488106566252e-03,-1.187504460966546001e-03,3.392449763033204835e-03,1.610331900000000482e-02
1.083554177708885291e+00,-6.842823025689876923e-04,-2.943098420074354970e-03,2.466222654028461716e-03,1.988759440000000336e-02
1.083654182709135494e+00,-1.154289724072312534e-02,-9.043441449814091076e-04,-2.570137251184820455e-03,2.263424590000000236e-02
1.083754187709385475e+00,-1.235584167459563044e-02,-6.737446654275090069e-03,-1.875466919431247829e-03,1.860582370000000291e-02
1.083854192709635456e+00,-1.113642502378687886e-02,-1.867089219330854638e-03,-1.586020947867285147e-03,1.799545670000000236e-02
1.083954197709885436e+00,-8.929861560418653199e-03,-7.360399349442371848e-03,-2.280691279620836957e-03,2.458742030000000273e-02
1.084054202710135417e+00,-1.775611541389153850e-02,-2.943098420074354970e-03,-4.306813080568699763e-03,2.361083310000000254e-02
1.084154207710385398e+00,-1.944007174119886591e-02,-5.491541263940507428e-03,-5.290929383886235071e-03,2.446534690000000054e-02
1.084254212710635379e+00,-1.380752816365367341e-02,-9.229257434944234534e-03,-8.301167488151633619e-03,1.659161260000000318e-02
1.084354217710885582e+00,-2.245957963843958627e-02,-5.831333643122671613e-03,-8.185389099526048373e-03,2.123040180000000318e-02
1.084454222711135563e+00,-2.187890504281636561e-02,-9.229257434944234534e-03,-7.085494407582907869e-03,2.080314490000000419e-02
1.084554227711385543e+00,-3.006641684110371998e-02,-6.057861895910781648e-03,-1.032728928909949773e-02,2.196284220000000245e-02
1.084654232711635524e+00,-2.774371845861085123e-02,-9.399153624535317927e-03,-1.107984881516586168e-02,1.958241090000000309e-02
1.084754237711885505e+00,-2.623396450999048932e-02,-9.002729182156126234e-03,-1.183240834123220654e-02,2.513675059999999697e-02
1.084854242712135486e+00,-2.704690894386299269e-02,-9.625681877323407146e-03,-9.343172985781961551e-03,2.263424590000000236e-02
1.084954247712385467e+00,-3.029868667935300616e-02,-1.075832314126393477e-02,-1.079040284360187861e-02,2.367186980000000190e-02
1.085054252712635670e+00,-3.401500409134158853e-02,-1.370319042750929930e-02,-1.356908417061608585e-02,1.628642910000000638e-02
1.085154257712885650e+00,-3.656997231208374000e-02,-1.138127583643121568e-02,-1.212185431279618961e-02,2.043692470000000108e-02
1.085254262713135631e+00,-3.581509533777355730e-02,-1.415624693308549856e-02,-1.860544407582936932e-02,2.025381460000000300e-02
1.085354267713385612e+00,-3.198264300666033011e-02,-1.160780408921932572e-02,-1.420586530805684547e-02,2.190180550000000309e-02
1.085454272713635593e+00,-3.500215090390105394e-02,-9.342521561338289551e-03,-1.356908417061608585e-02,1.866686040000000227e-02
1.085554277713885574e+00,-3.610543263558516069e-02,-8.493040613382898604e-03,-2.265768767772509407e-02,2.397705330000000218e-02
1.085654282714135554e+00,-4.098309923882018091e-02,-1.551541644981411540e-02,-1.843177649289097150e-02,1.476051160000000501e-02
1.085754287714385757e+00,-4.127343653663178430e-02,-1.415624693308549856e-02,-2.074734426540281867e-02,1.830064020000000263e-02
1.085854292714635738e+00,-4.278319048525214968e-02,-1.472256756505575283e-02,-1.524787080568717340e-02,2.165765870000000218e-02
1.085954297714885719e+00,-4.226058334919124970e-02,-1.460930343866169781e-02,-1.964744957345969725e-02,1.982655770000000400e-02
1.086054302715135700e+00,-4.191217859181732563e-02,-1.761080278810408725e-02,-2.491536625592414775e-02,1.860582370000000291e-02
1.086154307715385681e+00,-4.469941665080875981e-02,-1.585520882899628045e-02,-1.889489004739333330e-02,2.019277790000000364e-02
1.086254312715635661e+00,-4.063469448144624296e-02,-1.347666217472118927e-02,-1.767921696682462490e-02,1.884997050000000382e-02
1.086354317715885642e+00,-4.167990875356802905e-02,-1.375982249070630686e-02,-1.912644682464452114e-02,1.988759440000000336e-02
1.086454322716135845e+00,-3.564089295908659527e-02,-9.002729182156126234e-03,-1.657932227488148613e-02,2.446534690000000054e-02
1.086554327716385826e+00,-3.140196841103710945e-02,-8.549672676579926980e-03,-1.437953289099524329e-02,2.153558530000000346e-02
1.086654332716635807e+00,-2.913733748810657526e-02,-1.019200250929368050e-02,-1.403219772511846847e-02,1.946033750000000090e-02
1.086754337716885788e+00,-2.036915109419601064e-02,-3.339522862453526714e-03,-5.175150995260650692e-03,2.239009910000000145e-02
1.086854342717135768e+00,-1.822065509039010739e-02,-1.300768587360580635e-03,-7.664386350710874866e-03,2.257320920000000300e-02
1.086954347717385749e+00,-2.094982568981922089e-02,-5.887965706319699122e-03,-1.701799336492870176e-03,2.440431020000000117e-02
1.087054352717635730e+00,-1.781418287345385917e-02,-2.999730483271362529e-03,-6.969716018957322623e-03,1.994863110000000272e-02
1.087154357717885933e+00,-1.781418287345385917e-02,-4.189003810408917228e-03,-7.317051184834098311e-03,2.171869540000000154e-02
1.087254362718135914e+00,-1.920780190294957279e-02,-1.075832314126393477e-02,-7.374940379146890934e-03,2.068107150000000199e-02
1.087354367718385895e+00,-1.113642502378687886e-02,-2.999730483271362529e-03,-3.149029194312766636e-03,1.628642910000000638e-02
1.087454372718635875e+00,-5.620016365366319044e-03,4.702230111524162252e-03,5.558792417061838307e-04,2.306150280000000483e-02
1.087554377718885856e+00,2.447970504281575207e-04,1.474202509293681207e-03,3.739784928909980523e-03,2.129143850000000254e-02
1.087654382719135837e+00,3.032035109419603785e-03,2.097155204460962336e-03,5.650128341232237700e-03,2.354979640000000318e-02
1.087754387719385818e+00,9.129118363463363875e-03,4.362437732342018017e-03,8.776144834123242311e-03,2.165765870000000218e-02
1.087854392719636021e+00,4.135316841103701437e-03,1.360938382899626407e-03,6.807912227488171694e-03,2.013174120000000428e-02
1.087954397719886002e+00,1.191635642245481019e-02,1.870626951672873118e-03,6.460577061611396006e-03,2.129143850000000254e-02
1.088054402720135982e+00,9.593658039961931033e-03,3.512956784386627503e-03,7.386804170616138691e-03,2.489260380000000300e-02
1.088154407720385963e+00,1.104534452901997574e-02,7.024144702602225059e-03,8.660366445497657065e-03,2.660163140000000245e-02
1.088254412720635944e+00,1.191635642245481019e-02,6.571088197026026673e-03,1.057070985781993593e-02,2.251217250000000364e-02
1.088354417720885925e+00,8.954915984776400106e-03,1.360938382899626407e-03,5.592239146919445944e-03,1.970448430000000181e-02
1.088454422721135906e+00,1.278736831588962383e-02,3.059900278810408301e-03,1.282838843601896879e-02,2.177973210000000437e-02
1.088554427721386109e+00,1.162601912464318425e-02,4.872126301115244779e-03,8.255142085308067937e-03,1.677472270000000473e-02
1.088654432721636089e+00,7.270959657469072690e-03,3.739485037174716722e-03,7.734139336492914379e-03,2.239009910000000145e-02
1.088754437721886070e+00,7.038689819219789111e-03,3.456324721189599995e-03,8.544588056872051002e-03,2.367186980000000190e-02
1.088854442722136051e+00,8.374241389153191592e-03,9.078818773234274787e-04,7.907806919431291381e-03,2.300046610000000200e-02
1.088954447722386032e+00,6.690285061845863308e-03,5.948135501858744893e-03,1.224949649289102174e-02,2.519778729999999980e-02
1.089054452722636013e+00,1.249703101807801871e-02,5.381814869888471541e-03,1.172849374407584737e-02,2.818858559999999971e-02
1.089154457722885994e+00,8.025836631779244973e-03,5.495078996282525691e-03,8.486698862559259246e-03,1.970448430000000181e-02
1.089254462723136196e+00,1.197442388201713087e-02,5.325182806691463981e-03,7.849917725118499626e-03,2.287839270000000327e-02
1.089354467723386177e+00,8.954915984776400106e-03,1.360938382899626407e-03,6.344798672985810760e-03,2.007070450000000492e-02
1.089454472723636158e+00,8.200039010466208741e-03,3.739485037174716722e-03,5.244903981042669389e-03,1.946033750000000090e-02
1.089554477723886139e+00,4.193384300666022114e-03,2.153787267657989845e-03,9.181369194312810622e-03,2.434327350000000528e-02
1.089654482724136120e+00,9.303320742150325909e-03,4.135909479553908849e-03,4.608122843601910636e-03,2.025381460000000300e-02
1.089754487724386101e+00,9.593658039961931033e-03,2.436947583643126955e-03,1.074437744075831293e-02,2.293942940000000263e-02
1.089854492724636081e+00,7.619364414842998492e-03,-5.486319702601820798e-05,1.196005052132703868e-02,2.141351190000000126e-02
1.089954497724886284e+00,6.632217602283542630e-03,-1.187504460966546001e-03,1.109171260663508948e-02,2.373290650000000127e-02
1.090054502725136265e+00,7.038689819219789111e-03,3.512956784386627503e-03,4.955458009478686324e-03,2.214595230000000053e-02
1.090154507725386246e+00,9.245253282588005231e-03,2.040523141263935261e-03,6.750023033175379071e-03,2.092521830000000291e-02
1.090254512725636227e+00,7.967769172216924295e-03,4.305805669144990508e-03,9.876039526066361998e-03,1.482154830000000090e-02
1.090354517725886208e+00,8.606511227402476039e-03,4.362437732342018017e-03,7.328914976303346068e-03,1.946033750000000090e-02
1.090454522726136188e+00,4.367586679352985016e-03,-2.093617472118964457e-03,6.865801421800964317e-03,2.214595230000000053e-02
1.090554527726386169e+00,6.283812844909596879e-03,4.588965985130107235e-03,5.418571563981068075e-03,2.293942940000000263e-02
1.090654532726636372e+00,5.587003330161745274e-03,3.739485037174716722e-03,5.881685118483429009e-03,1.958241090000000309e-02
1.090754537726886353e+00,6.516082683158901274e-03,3.626220910780682087e-03,2.118887488151686028e-03,2.336668630000000510e-02
1.090854542727136334e+00,4.077249381541380759e-03,3.229796468401490393e-03,7.676250142180121756e-03,2.184076880000000373e-02
1.090954547727386315e+00,5.122463653663178115e-03,2.606843773234209048e-03,6.981579810426569513e-03,2.281735600000000391e-02
1.091054552727636295e+00,6.980622359657468433e-03,3.569588847583654578e-03,5.997463507109034205e-03,2.190180550000000309e-02
1.091154557727886276e+00,5.528935870599424596e-03,3.173164405204462885e-03,4.376566066350740143e-03,2.000966780000000209e-02
1.091254562728136257e+00,4.483721598477627239e-03,-5.486319702601820798e-05,9.586593554502399750e-03,2.232906240000000209e-02
1.091354567728386460e+00,5.296666032350141017e-03,6.174663754646834979e-03,5.187014786729876765e-03,2.123040180000000318e-02
1.091454572728636441e+00,9.651725499524251711e-03,5.778239312267663234e-03,5.650128341232237700e-03,2.550297080000000355e-02
1.091554577728886422e+00,7.503229495718357137e-03,2.323683457249071938e-03,4.955458009478686324e-03,2.788340210000000291e-02
1.091654582729136402e+00,8.490376308277832948e-03,4.872126301115244779e-03,8.776144834123242311e-03,2.031485130000000236e-02
1.091754587729386383e+00,1.005819771646049819e-02,7.703729460966554296e-03,4.666012037914702391e-03,2.110832840000000446e-02
1.091854592729636364e+00,6.574150142721221952e-03,3.512956784386627503e-03,6.229020284360204697e-03,2.513675059999999697e-02
1.091954597729886345e+00,3.612709705042813167e-03,1.021146003717482171e-03,7.734139336492914379e-03,2.257320920000000300e-02
1.092054602730136548e+00,7.967769172216924295e-03,4.645598048327134744e-03,4.376566066350740143e-03,2.611333779999999716e-02
1.092154607730386529e+00,1.040660247383444481e-02,-3.622683178438663824e-03,3.450338957345997024e-03,2.141351190000000126e-02
1.092254612730636509e+00,3.961114462416738535e-03,4.872126301115244779e-03,7.676250142180121756e-03,2.312253950000000419e-02
1.092354617730886490e+00,3.090102568981924463e-03,4.532333921933080594e-03,9.007701611374433620e-03,1.897204390000000254e-02
1.092454622731136471e+00,8.141971550903886329e-03,-9.043441449814091076e-04,3.566117345971582270e-03,1.793442000000000300e-02
1.092554627731386452e+00,5.645070789724065952e-03,4.249173605947962999e-03,6.750023033175379071e-03,2.043692470000000108e-02
1.092654632731636433e+00,2.741697811607988686e-03,2.282971189591187868e-04,5.592239146919445944e-03,1.897204390000000254e-02
1.092754637731886636e+00,1.191635642245481019e-02,3.343060594795544977e-03,7.155247393364947382e-03,2.403809000000000154e-02
1.092854642732136616e+00,4.193384300666022114e-03,1.530834572490708716e-03,1.887330710900495152e-03,1.506569510000000355e-02
1.092954647732386597e+00,6.341880304471917557e-03,1.417570446096653915e-03,3.392449763033204835e-03,1.952137420000000373e-02
1.093054652732636578e+00,8.025836631779244973e-03,-7.910800185873543069e-04,2.987225402843615707e-03,2.007070450000000492e-02
1.093154657732886559e+00,8.432308848715512270e-03,6.457824070631971655e-03,5.013347203791498896e-03,2.068107150000000199e-02
1.093254662733136540e+00,9.942062797335856836e-03,2.720107899628264065e-03,7.618360947867329133e-03,2.568608090000000510e-02
1.093354667733386520e+00,1.243896355851569803e-02,4.588965985130107235e-03,1.138115857819907255e-02,2.702888830000000145e-02
1.093454672733636723e+00,1.203249134157945155e-02,4.249173605947962999e-03,1.126538018957348730e-02,2.269528260000000172e-02
1.093554677733886704e+00,9.942062797335856836e-03,5.891503438661717384e-03,9.702371943127984996e-03,1.946033750000000090e-02
1.093654682734136685e+00,1.023240009514748278e-02,1.134410130111536972e-03,9.528704360189587177e-03,2.318357620000000355e-02
1.093754687734386666e+00,5.238598572787819471e-03,3.966013289962826323e-03,3.508228151658789647e-03,1.830064020000000263e-02
1.093854692734636647e+00,4.541789058039947917e-03,2.040523141263935261e-03,6.229020284360204697e-03,2.458742030000000273e-02
1.093954697734886627e+00,8.780713606089438072e-03,4.532333921933080594e-03,4.723901232227515831e-03,1.903308060000000190e-02
1.094054702735136608e+00,1.069693977164604994e-02,1.983891078066927702e-03,7.039469004739362136e-03,2.275631930000000108e-02
1.094154707735386811e+00,9.419455661274968999e-03,1.530834572490708716e-03,9.760261137440776752e-03,2.159662200000000282e-02
1.094254712735636792e+00,7.038689819219789111e-03,3.399692657992572486e-03,8.023585308056897444e-03,2.068107150000000199e-02
1.094354717735886773e+00,6.051543006660312432e-03,3.343060594795544977e-03,1.051282066350712162e-02,2.544193410000000072e-02
1.094454722736136754e+00,1.191635642245481019e-02,2.210419330855017354e-03,5.302793175355462012e-03,1.939930080000000501e-02
1.094554727736386734e+00,1.406485242626070477e-02,7.250672955390335093e-03,1.039704227488153637e-02,1.964344760000000592e-02
1.094654732736636715e+00,1.493586431969551841e-02,7.137408828996280076e-03,8.660366445497657065e-03,1.854478700000000355e-02
1.094754737736886696e+00,1.429712226450998921e-02,6.231295817843861620e-03,9.470815165876793687e-03,2.159662200000000282e-02
1.094854742737136899e+00,8.374241389153191592e-03,1.304306319702599115e-03,1.068648824644552117e-02,2.141351190000000126e-02
1.094954747737386880e+00,1.209055880114177223e-02,6.910880576208190858e-03,1.155482616113747037e-02,2.397705330000000218e-02
1.095054752737636861e+00,1.307770561370122896e-02,5.721607249070635726e-03,1.114960180094788124e-02,3.038590680000000099e-02
1.095154757737886841e+00,1.505199923882016150e-02,9.572587546468398767e-03,1.242316407582940048e-02,2.177973210000000437e-02
1.095254762738136822e+00,1.180022150333014802e-02,8.609842472118971884e-03,5.939574312796221632e-03,2.293942940000000263e-02
1.095354767738386803e+00,1.406485242626070477e-02,4.645598048327134744e-03,1.184427213270143261e-02,1.775130990000000492e-02
1.095454772738636784e+00,1.255509847764033939e-02,9.176163104089226155e-03,5.071236398104291519e-03,2.239009910000000145e-02
1.095554777738886987e+00,1.098727706945765333e-02,4.135909479553908849e-03,7.039469004739362136e-03,2.159662200000000282e-02
1.095654782739136968e+00,1.389065004757374273e-02,6.797616449814135840e-03,1.479662104265403941e-02,2.141351190000000126e-02
1.095754787739386948e+00,1.609721351094195799e-02,7.477201208178444261e-03,1.346516957345972841e-02,1.897204390000000254e-02
1.095854792739636929e+00,1.452939210275927193e-02,2.436947583643126955e-03,7.444693364928931315e-03,1.744612640000000117e-02
1.095954797739886910e+00,1.592301113225499595e-02,2.720107899628264065e-03,1.468084265402845416e-02,2.068107150000000199e-02
