Czas (s),Kana³ 1 (g),Kana³ 2 (g),Kana³ 3 (g),Kana³ 4 (g)
4.022201110055502737e-01,7.892620475737392727e-02,2.531630111524164201e-02,4.524633725118484828e-02,2.495364050000000236e-02
4.023201160058002546e-01,7.660350637488105852e-02,3.211214869888475570e-02,5.068792151658769313e-02,2.422120010000000309e-02
4.024201210060502909e-01,8.095856584205518569e-02,2.899738522304833380e-02,4.559367241706163004e-02,1.964344760000000592e-02
4.025201260063002717e-01,7.979721665080874438e-02,2.780811189591078647e-02,5.178781620853082496e-02,2.593022770000000254e-02
4.026201310065503081e-01,7.520988734538534837e-02,2.650557444237918586e-02,4.356755061611376767e-02,2.391601660000000282e-02
4.027201360068003444e-01,7.491955004757372416e-02,2.724179126394052353e-02,4.576734000000001745e-02,2.550297080000000355e-02
4.028201410070503252e-01,7.259685166508086929e-02,2.299438652416356879e-02,4.362543981042655422e-02,1.866686040000000227e-02
4.029201460073003616e-01,7.323559372026641756e-02,2.361733921933084970e-02,4.559367241706163004e-02,2.000966780000000209e-02
4.030201510075503424e-01,7.126130009514745900e-02,2.911064934944238708e-02,4.507266966824646087e-02,2.159662200000000282e-02
4.031201560078003787e-01,7.242264928639390031e-02,2.826116840148699613e-02,4.374121819905215508e-02,2.336668630000000510e-02
4.032201610080503595e-01,7.097096279733586255e-02,2.639231031598513258e-02,4.756190502369669892e-02,1.750716310000000400e-02
4.033201660083003959e-01,7.329366117982874518e-02,2.333417890334573211e-02,4.692512388625593583e-02,2.110832840000000446e-02
4.034201710085504322e-01,7.393240323501426570e-02,2.882748903345724867e-02,4.611467516587679227e-02,2.525882399999999917e-02
4.035201760088004130e-01,7.782292302568981357e-02,2.673210269516728549e-02,4.634623194312798011e-02,2.257320920000000300e-02
4.036201810090504494e-01,7.764872064700284460e-02,2.809127221189591447e-02,4.802501857819906766e-02,2.013174120000000428e-02
4.037201860093004302e-01,6.951927630827781091e-02,2.441018810408921227e-02,4.200454236966826016e-02,2.330564960000000227e-02
4.038201910095504665e-01,7.480341512844908280e-02,2.724179126394052353e-02,4.675145630331754842e-02,2.013174120000000428e-02
4.039201960098004474e-01,7.143550247383444185e-02,2.520303698884758872e-02,4.675145630331754842e-02,1.878893380000000446e-02
4.040202010100504837e-01,6.260924862036156002e-02,2.486324460966543234e-02,4.281499109004741066e-02,1.988759440000000336e-02
4.041202060103005200e-01,6.231891132254993582e-02,2.480661254646840744e-02,4.067309090047395437e-02,3.038590680000000099e-02
4.042202110105505009e-01,6.330605813510940816e-02,2.735505539033457681e-02,4.049942331753556002e-02,2.446534690000000054e-02
4.043202160108005372e-01,5.540888363463368493e-02,2.146532081784386856e-02,3.905219345971565337e-02,2.007070450000000492e-02
4.044202210110505180e-01,5.244744319695527485e-02,1.699138782527880726e-02,3.691029327014219708e-02,2.727303509999999889e-02
4.045202260113005543e-01,4.762784405328257531e-02,1.829392527881041480e-02,3.557884180094788434e-02,1.848375030000000419e-02
4.046202310115505352e-01,4.664069724072311685e-02,1.200776626394051486e-02,3.384216597156399636e-02,2.092521830000000291e-02
4.047202360118005715e-01,4.704716945765936853e-02,1.863371765799256077e-02,3.251071450236968363e-02,2.190180550000000309e-02
4.048202410120506078e-01,4.791818135109419952e-02,1.421641672862454346e-02,2.643234909952608611e-02,2.605230110000000474e-02
4.049202460123005887e-01,4.559548296860132383e-02,1.784086877323419820e-02,2.550612199052134169e-02,2.312253950000000419e-02
4.050202510125506250e-01,3.839511798287344180e-02,1.070522881040892639e-02,2.434833810426543024e-02,1.939930080000000501e-02
4.051202560128006058e-01,3.624662197906754896e-02,1.053533262081784300e-02,2.544823279620855166e-02,2.477053040000000428e-02
4.052202610130506422e-01,3.827898306374880044e-02,1.353683197026023591e-02,2.405889213270144544e-02,2.165765870000000218e-02
4.053202660133006230e-01,3.822091560418647976e-02,8.893002788104089479e-03,2.539034360189575817e-02,2.129143850000000254e-02
4.054202710135506593e-01,3.345938392007610090e-02,1.348019990706320753e-02,2.116443241706163214e-02,2.104729170000000163e-02
4.055202760138006957e-01,3.380778867745005273e-02,9.402691356877336190e-03,2.481145165876779204e-02,2.275631930000000108e-02
4.056202810140506765e-01,3.549174500475738014e-02,1.381999228624535177e-02,1.965931336492892159e-02,2.239009910000000145e-02
4.057202860143007128e-01,2.904625699333967040e-02,9.969011988847590461e-03,2.556401118483413518e-02,2.214595230000000053e-02
4.058202910145506936e-01,3.467880057088486290e-02,1.325367165427509750e-02,2.243799469194315138e-02,1.799545670000000236e-02
4.059202960148007300e-01,3.043987602283539443e-02,1.200776626394051486e-02,1.867519706161138715e-02,2.373290650000000127e-02
4.060203010150507108e-01,2.347178087535679858e-02,9.969011988847590461e-03,1.514395620853081596e-02,2.300046610000000200e-02
4.061203060153007471e-01,2.962693158896288065e-02,1.263071895910781658e-02,2.174332436018959827e-02,2.116936510000000035e-02
4.062203110155507835e-01,2.678162607040913273e-02,9.176163104089226155e-03,2.087498644549765081e-02,2.312253950000000419e-02
4.063203160158007643e-01,2.939466175071359794e-02,1.229092657992565327e-02,1.925408900473935328e-02,2.867687920000000501e-02
4.064203210160508006e-01,2.916239191246431176e-02,1.200776626394051486e-02,1.908042142180097628e-02,2.483156710000000711e-02
4.065203260163007815e-01,2.300724119885823316e-02,1.223429451672862489e-02,1.826997270142181884e-02,2.409912670000000437e-02
4.066203310165508178e-01,2.120714995242626091e-02,8.213418029739780191e-03,1.317572360189574535e-02,2.458742030000000273e-02
4.067203360168007986e-01,1.865218173168409904e-02,7.194040892193307585e-03,1.549129137440761160e-02,1.805649340000000172e-02
4.068203410170508350e-01,1.638755080875356138e-02,2.267051394052044862e-03,9.470815165876793687e-03,1.897204390000000254e-02
4.069203460173008713e-01,1.807150713606089226e-02,4.928758364312272287e-03,1.242316407582940048e-02,1.946033750000000090e-02
4.070203510175508521e-01,1.824570951474785430e-02,7.533833271375471770e-03,1.329150199052134967e-02,1.994863110000000272e-02
4.071203560178008884e-01,1.429712226450998921e-02,4.192541542750936358e-03,1.010759630331755331e-02,1.921619070000000346e-02
4.072203610180508693e-01,1.580687621313035460e-02,6.571088197026026673e-03,9.065590805687225376e-03,2.153558530000000346e-02
4.073203660183009056e-01,7.677431874405320038e-03,-2.813914498141278160e-04,6.229020284360204697e-03,2.147454860000000063e-02
4.074203710185508864e-01,1.087114215033301197e-02,8.439946282527890226e-03,1.033915308056874462e-02,2.275631930000000108e-02
4.075203760188009228e-01,9.419455661274968999e-03,7.024144702602225059e-03,9.528704360189587177e-03,2.721199839999999953e-02
4.076203810190509591e-01,3.090102568981924463e-03,2.849291821561461872e-04,9.123480000000018866e-03,2.593022770000000254e-02
4.077203860193009399e-01,-6.262148430066667975e-04,-3.226258736059472131e-03,1.366327962085320778e-03,2.226802570000000273e-02
4.078203910195509763e-01,-8.349186964795434276e-03,-6.907342843866172595e-03,-1.412353364928886894e-03,2.110832840000000446e-02
4.079203960198009571e-01,-8.000782207421508474e-03,-5.321645074349445718e-03,-2.975361611374388766e-03,2.190180550000000309e-02
4.080204010200509934e-01,-1.177516707897240979e-02,-2.716570167286245369e-03,-4.364702274881492386e-03,2.281735600000000391e-02
4.081204060203009742e-01,-1.183323453853473047e-02,-7.756823791821563542e-03,-6.680270047393339558e-03,2.184076880000000373e-02
4.082204110205510106e-01,-1.775611541389153850e-02,-4.698692379182143990e-03,-4.364702274881492386e-03,2.184076880000000373e-02
4.083204160208010469e-01,-1.311071864890581140e-02,-7.417031412639398490e-03,-1.096407042654025735e-02,2.306150280000000483e-02
4.084204210210510277e-01,-2.071755585156993817e-02,-4.302267936802972245e-03,-8.648502654028410175e-03,2.342772300000000099e-02
4.085204260213010641e-01,-2.240151217887726559e-02,-7.586927602230481016e-03,-7.374940379146890934e-03,2.422120010000000309e-02
4.086204310215510449e-01,-2.484034548049477570e-02,-5.774701579925644104e-03,-8.359056682464427110e-03,2.287839270000000327e-02
4.087204360218010812e-01,-2.809212321598477877e-02,-7.020606970260226745e-03,-1.461108966824641378e-02,2.007070450000000492e-02
4.088204410220510621e-01,-3.058902397716460955e-02,-9.455785687732344569e-03,-1.351119497630329409e-02,1.555398870000000364e-02
4.089204460223010984e-01,-2.547908753568030663e-02,-1.308023773234199758e-02,-1.501631402843600291e-02,1.933826410000000218e-02
4.090204510225511347e-01,-3.314399219790676449e-02,-8.889465055762071216e-03,-1.275863545023694923e-02,1.854478700000000355e-02
4.091204560228011156e-01,-3.320205965746908516e-02,-1.228738884758363500e-02,-1.472686805687201984e-02,2.324461290000000291e-02
4.092204610230511519e-01,-3.267945252140818518e-02,-1.540215232342006038e-02,-1.542153838862557122e-02,2.354979640000000318e-02
4.093204660233011327e-01,-3.500215090390105394e-02,-8.662936802973981998e-03,-1.605831952606633084e-02,2.196284220000000245e-02
4.094204710235511691e-01,-3.651190485252141932e-02,-1.070169107806690813e-02,-1.576887355450234951e-02,2.306150280000000483e-02
4.095204760238011499e-01,-3.140196841103710945e-02,-7.643559665427508525e-03,-1.588465194312793302e-02,1.909411730000000473e-02
4.096204810240511862e-01,-3.436340884871551260e-02,-1.342003011152416263e-02,-1.646354388625589915e-02,2.263424590000000236e-02
4.097204860243012225e-01,-3.389886917221694718e-02,-1.047516282527879809e-02,-1.889489004739333330e-02,2.794443880000000227e-02
4.098204910245512034e-01,-4.336386508087535646e-02,-1.138127583643121568e-02,-1.663721146919429697e-02,2.190180550000000309e-02
4.099204960248012397e-01,-3.645383739295909864e-02,-1.098485139405204480e-02,-1.524787080568717340e-02,2.422120010000000309e-02
4.100205010250512205e-01,-4.202831351094196699e-02,-1.449603931226766187e-02,-2.317869042654027018e-02,2.257320920000000300e-02
4.101205060253012569e-01,-4.284125794481447036e-02,-1.761080278810408725e-02,-2.352602559241704500e-02,1.695783280000000282e-02
4.102205110255512377e-01,-4.278319048525214968e-02,-1.308023773234199758e-02,-2.422069592417059811e-02,2.153558530000000346e-02
4.103205160258012740e-01,-4.092503177925786023e-02,-1.976282118959106840e-02,-2.451014189573457944e-02,2.043692470000000108e-02
4.104205210260513104e-01,-3.726678182683160201e-02,-1.591184089219330883e-02,-1.640565469194310566e-02,1.952137420000000373e-02
4.105205260263012912e-01,-3.889267069457659487e-02,-1.115474758364312646e-02,-1.820021971563978019e-02,2.708992500000000428e-02
4.106205310265513275e-01,-3.418920647002855057e-02,-7.870087918215617692e-03,-1.536364919431277946e-02,1.982655770000000400e-02
4.107205360268013083e-01,-2.762758353948620987e-02,-6.624182527881035051e-03,-1.067462445497627255e-02,1.933826410000000218e-02
4.108205410270513447e-01,-2.687270656517602718e-02,-7.247135223048316831e-03,-1.472686805687201984e-02,2.379394320000000410e-02
4.109205460273013255e-01,-2.646623434823978244e-02,-6.397654275092925884e-03,-1.055884606635068730e-02,2.110832840000000446e-02
4.110205510275513618e-01,-2.547908753568030663e-02,-5.038484758364308175e-03,-9.922064928909929415e-03,1.903308060000000190e-02
4.111205560278013982e-01,-1.990461141769743481e-02,-5.208380947955390701e-03,-8.359056682464427110e-03,2.318357620000000355e-02
4.112205610280513790e-01,-2.112402806850619333e-02,-6.567550464684008410e-03,-8.764281042654016238e-03,2.342772300000000099e-02
4.113205660283014153e-01,-2.065948839200761750e-02,-6.284390148698870866e-03,-9.979954123222721171e-03,2.098625500000000227e-02
4.114205710285513962e-01,-1.433013529971456125e-02,-8.493040613382898604e-03,-6.101378104265372561e-03,1.921619070000000346e-02
4.115205760288014325e-01,-1.026541313035205481e-02,-6.454286338289953392e-03,-6.564491658767754312e-03,2.110832840000000446e-02
4.116205810290514133e-01,-3.239250523311139589e-03,2.436947583643126955e-03,-3.124586729857663399e-04,1.701886950000000218e-02
4.117205860293014497e-01,3.438507326355850265e-03,4.548253717472082219e-04,1.308438767772528372e-03,1.994863110000000272e-02
4.118205910295514860e-01,5.064396194100856570e-03,1.644098698884763517e-03,5.244903981042669389e-03,2.043692470000000108e-02
4.119205960298014668e-01,3.380439866793529154e-03,1.134410130111536972e-03,6.576355450236981252e-03,1.897204390000000254e-02
4.120206010300515032e-01,1.638416079923880626e-03,2.097155204460962336e-03,9.933928720379176305e-03,1.994863110000000272e-02
4.121206060303014840e-01,5.064396194100856570e-03,3.909381226765798814e-03,7.734139336492914379e-03,2.037588800000000519e-02
4.122206110305515203e-01,1.092920960989533265e-02,4.872126301115244779e-03,7.328914976303346068e-03,2.269528260000000172e-02
4.123206160308015011e-01,1.180022150333014802e-02,1.150329925650639862e-04,1.248105327014219224e-02,2.263424590000000236e-02
4.124206210310515375e-01,1.203249134157945155e-02,5.211918680297408964e-03,9.586593554502399750e-03,2.324461290000000291e-02
4.125206260313015738e-01,7.793566793529961394e-03,7.420569144981417620e-03,5.939574312796221632e-03,2.098625500000000227e-02
4.126206310315515546e-01,1.052273739295908617e-02,-3.380235130111552164e-04,5.997463507109034205e-03,2.049796140000000391e-02
4.127206360318015910e-01,8.200039010466208741e-03,2.890004089219325775e-03,1.028126388625595113e-02,2.110832840000000446e-02
4.128206410320515718e-01,9.651725499524251711e-03,6.684352323420080823e-03,1.097593421800950424e-02,2.281735600000000391e-02
4.129206460323016081e-01,8.141971550903886329e-03,6.401192007434944146e-03,1.028126388625595113e-02,2.483156710000000711e-02
4.130206510325515890e-01,9.709792959086572389e-03,3.909381226765798814e-03,8.660366445497657065e-03,2.196284220000000245e-02
4.131206560328016253e-01,1.168408658420550493e-02,5.325182806691463981e-03,8.023585308056897444e-03,2.269528260000000172e-02
4.132206610330516616e-01,1.174215404376782561e-02,7.250672955390335093e-03,1.149693696682465779e-02,1.787338330000000017e-02
4.133206660333016425e-01,7.909701712654603617e-03,1.191042193308544314e-03,9.065590805687225376e-03,1.952137420000000373e-02
4.134206710335516788e-01,7.735499333967640716e-03,5.155286617100381455e-03,1.080226663507110468e-02,2.507571390000000455e-02
4.135206760338016596e-01,9.361388201712646587e-03,7.194040892193307585e-03,8.255142085308067937e-03,2.049796140000000391e-02
4.136206810340516959e-01,8.025836631779244973e-03,3.399692657992572486e-03,7.734139336492914379e-03,2.013174120000000428e-02
4.137206860343016768e-01,9.419455661274968999e-03,4.645598048327134744e-03,1.051282066350712162e-02,1.933826410000000218e-02
4.138206910345517131e-01,7.503229495718357137e-03,3.626220910780682087e-03,1.207582890995262392e-02,1.884997050000000382e-02
4.139206960348017494e-01,1.040660247383444481e-02,2.153787267657989845e-03,6.692133838862586448e-03,2.000966780000000209e-02
4.140207010350517303e-01,4.135316841103701437e-03,1.587466635687736008e-03,3.855563317535565769e-03,2.318357620000000355e-02
4.141207060353017666e-01,1.063887231208372926e-02,1.927259014869900410e-03,4.202898483412341457e-03,2.013174120000000428e-02
4.142207110355517474e-01,6.806419980970505532e-03,-1.697193029739772546e-03,7.676250142180121756e-03,2.422120010000000309e-02
4.143207160358017838e-01,8.490376308277832948e-03,6.571088197026026673e-03,5.476460758293860698e-03,1.811753010000000455e-02
4.144207210360517646e-01,5.006328734538535892e-03,8.213418029739780191e-03,6.981579810426569513e-03,2.202387890000000181e-02
4.145207260363018009e-01,5.645070789724065952e-03,-2.247593866171004157e-04,5.650128341232237700e-03,2.159662200000000282e-02
4.146207310365518373e-01,4.541789058039947917e-03,-3.452786988847581732e-03,7.502582559241723938e-03,2.031485130000000236e-02
4.147207360368018181e-01,5.703138249286387497e-03,2.720107899628264065e-03,8.313031279620880509e-03,1.884997050000000382e-02
4.148207410370518544e-01,5.354733491912461694e-03,5.098654553903353946e-03,8.255142085308067937e-03,1.976552100000000117e-02
4.149207460373018352e-01,9.709792959086572389e-03,6.344559944237916638e-03,2.697779431279632208e-03,2.232906240000000209e-02
4.150207510375518716e-01,7.735499333967640716e-03,-2.247593866171004157e-04,5.592239146919445944e-03,2.129143850000000254e-02
4.151207560378018524e-01,6.458015223596559780e-03,3.286428531598517902e-03,8.602477251184865309e-03,2.275631930000000108e-02
4.152207610380518887e-01,3.380439866793529154e-03,4.079277416356881340e-03,5.939574312796221632e-03,2.739510850000000108e-02
4.153207660383019251e-01,7.445162036156035591e-03,3.456324721189599995e-03,7.039469004739362136e-03,2.245113580000000081e-02
4.154207710385519059e-01,6.458015223596559780e-03,2.849291821561461872e-04,5.360682369668275452e-03,2.202387890000000181e-02
4.155207760388019422e-01,7.154824738344431334e-03,4.249173605947962999e-03,7.792028530805707003e-03,2.239009910000000145e-02
4.156207810390519231e-01,4.425654138915305694e-03,2.720107899628264065e-03,-2.545694786729737710e-04,1.756819980000000336e-02
4.157207860393019594e-01,1.034853501427212413e-02,-2.247593866171004157e-04,1.010759630331755331e-02,2.043692470000000108e-02
4.158207910395519402e-01,2.509427973358705106e-03,1.150329925650639862e-04,2.639890236966839585e-03,2.556400750000000291e-02
4.159207960398019766e-01,7.619364414842998492e-03,5.042022490706326437e-03,8.486698862559259246e-03,2.971450310000000455e-02
4.160208010400520129e-01,1.116147944814461709e-02,4.475701858736073034e-03,4.781790426540308454e-03,2.440431020000000117e-02
4.161208060403019937e-01,5.645070789724065952e-03,6.910880576208190858e-03,4.666012037914702391e-03,2.348875970000000382e-02
4.162208110405520300e-01,6.283812844909596879e-03,4.985390427509299796e-03,2.987225402843615707e-03,1.616435570000000418e-02
4.163208160408020109e-01,8.432308848715512270e-03,4.588965985130107235e-03,6.750023033175379071e-03,2.470949370000000492e-02
4.164208210410520472e-01,4.425654138915305694e-03,7.080776765799252567e-03,1.126538018957348730e-02,2.489260380000000300e-02
4.165208260413020280e-01,5.587003330161745274e-03,4.362437732342018017e-03,1.120749099526067473e-02,2.440431020000000117e-02
4.166208310415520644e-01,4.309519219790664338e-03,5.325182806691463981e-03,3.450338957345997024e-03,1.884997050000000382e-02
4.167208360418021007e-01,8.722646146527117395e-03,5.381814869888471541e-03,9.876039526066361998e-03,1.866686040000000227e-02
4.168208410420520815e-01,8.200039010466208741e-03,4.249173605947962999e-03,6.171131090047412074e-03,1.897204390000000254e-02
4.169208460423021179e-01,2.335225594671731797e-03,5.114574349442356765e-04,4.723901232227515831e-03,1.994863110000000272e-02
4.170208510425520987e-01,3.786912083729775634e-03,1.077778066914509680e-03,3.681895734597167517e-03,2.159662200000000282e-02
4.171208560428021350e-01,5.819273168411028853e-03,1.417570446096653915e-03,7.849917725118499626e-03,2.501467720000000172e-02
4.172208610430521158e-01,8.432308848715512270e-03,2.323683457249071938e-03,1.887330710900495152e-03,1.848375030000000419e-02
4.173208660433021522e-01,5.528935870599424596e-03,3.682852973977689213e-03,4.897568815165893701e-03,2.147454860000000063e-02
4.174208710435521885e-01,1.522281160799238619e-03,-1.583928903345717745e-03,1.713663127962096900e-03,1.976552100000000117e-02
4.175208760438021693e-01,7.154824738344431334e-03,-1.074240334572491200e-03,8.255142085308067937e-03,1.836167690000000546e-02
4.176208810440522057e-01,2.509427973358705106e-03,3.909381226765798814e-03,1.028126388625595113e-02,2.672370480000000464e-02
4.177208860443021865e-01,4.890193815413894536e-03,3.456324721189599995e-03,5.244903981042669389e-03,2.470949370000000492e-02
4.178208910445522228e-01,5.587003330161745274e-03,7.250672955390335093e-03,5.650128341232237700e-03,2.116936510000000035e-02
4.179208960448022037e-01,4.425654138915305694e-03,3.399692657992572486e-03,8.255142085308067937e-03,2.055899810000000327e-02
4.180209010450522400e-01,9.477523120837289677e-03,3.399692657992572486e-03,8.718255639810450555e-03,2.275631930000000108e-02
4.181209060453022208e-01,5.412800951474782372e-03,5.042022490706326437e-03,7.213136587677740005e-03,2.055899810000000327e-02
4.182209110455522572e-01,7.793566793529961394e-03,5.042022490706326437e-03,1.039704227488153637e-02,2.068107150000000199e-02
4.183209160458022935e-01,8.780713606089438072e-03,2.267051394052044862e-03,1.242316407582940048e-02,2.733407180000000172e-02
4.184209210460522743e-01,9.419455661274968999e-03,1.700730762081790809e-03,9.818150331753570242e-03,1.762923650000000272e-02
4.185209260463023107e-01,1.023240009514748278e-02,3.966013289962826323e-03,2.871447014218030461e-03,1.695783280000000282e-02
4.186209310465522915e-01,5.587003330161745274e-03,6.118031691449827419e-03,8.081474502369690935e-03,1.842271360000000135e-02
4.187209360468023278e-01,8.664578686964796717e-03,2.890004089219325775e-03,5.650128341232237700e-03,2.043692470000000108e-02
4.188209410470523086e-01,1.150988420551854290e-02,1.021146003717482171e-03,1.062859905213272768e-02,2.342772300000000099e-02
4.189209460473023450e-01,9.361388201712646587e-03,4.249173605947962999e-03,8.139363696682482691e-03,2.159662200000000282e-02
4.190209510475523813e-01,9.129118363463363875e-03,5.495078996282525691e-03,1.033915308056874462e-02,2.110832840000000446e-02
4.191209560478023621e-01,1.034853501427212413e-02,4.815494237918217270e-03,1.057070985781993593e-02,1.964344760000000592e-02
4.192209610480523985e-01,1.040660247383444481e-02,5.381814869888471541e-03,7.734139336492914379e-03,2.141351190000000126e-02
4.193209660483023793e-01,1.540040399619408557e-02,7.080776765799252567e-03,1.311783440758295186e-02,2.397705330000000218e-02
4.194209710485524156e-01,1.464552702188391502e-02,1.064859674721189801e-02,1.346516957345972841e-02,2.354979640000000318e-02
4.195209760488023965e-01,1.238089609895337735e-02,3.739485037174716722e-03,1.224949649289102174e-02,1.769027320000000555e-02
4.196209810490524328e-01,9.012983444338722519e-03,4.758862174721189761e-03,1.375461554502371148e-02,2.245113580000000081e-02
4.197209860493024691e-01,1.528426907706944421e-02,3.569588847583654578e-03,1.219160729857820917e-02,1.646953920000000099e-02
4.198209910495524499e-01,1.423905480494766854e-02,7.647097397769526787e-03,1.508606701421802247e-02,1.994863110000000272e-02
4.199209960498024863e-01,1.330997545195051167e-02,8.779738661710034461e-03,1.531762379146921378e-02,1.775130990000000492e-02
4.200210010500524671e-01,1.574880875356803392e-02,6.967512639405218366e-03,1.155482616113747037e-02,2.318357620000000355e-02
4.201210060503025034e-01,1.720049524262605434e-02,4.872126301115244779e-03,1.213371810426541741e-02,2.354979640000000318e-02
4.202210110505524843e-01,1.673595556612748891e-02,3.739485037174716722e-03,1.207582890995262392e-02,1.604228230000000199e-02
4.203210160508025206e-01,1.063887231208372926e-02,5.608343122676580708e-03,1.693852123222750958e-02,1.707990620000000501e-02
4.204210210510525569e-01,1.992966584205518171e-02,5.438446933085498182e-03,1.103382341232229599e-02,1.769027320000000555e-02
4.205210260513025378e-01,1.836184443387249565e-02,2.833372026022318649e-03,1.201793971563983217e-02,2.220698900000000336e-02
4.206210310515525741e-01,1.998773330161750239e-02,6.004767565055772402e-03,1.317572360189574535e-02,1.933826410000000218e-02
4.207210360518025549e-01,1.458745956232159260e-02,9.176163104089226155e-03,1.433350748815167761e-02,2.062003480000000263e-02
4.208210410520525913e-01,1.789730475737392676e-02,5.608343122676580708e-03,1.294416682464457485e-02,1.946033750000000090e-02
4.209210460523025721e-01,1.365838020932443747e-02,3.059900278810408301e-03,1.566495895734599034e-02,2.300046610000000200e-02
4.210210510525526084e-01,1.766503491912464405e-02,1.212103039033456987e-02,1.774896995260664620e-02,2.287839270000000327e-02
4.211210560528026448e-01,3.171736013320647363e-02,1.257408689591078994e-02,2.174332436018959827e-02,2.629644789999999871e-02
4.212210610530526256e-01,3.584014976213130421e-02,1.806739702602230477e-02,2.434833810426543024e-02,1.958241090000000309e-02
4.213210660533026619e-01,4.042747906755470022e-02,1.495263355018587939e-02,2.706913023696684573e-02,2.257320920000000300e-02
4.214210710535526427e-01,4.251790761179829320e-02,2.248469795539034116e-02,2.654812748815166962e-02,1.872789710000000163e-02
4.215210760538026791e-01,4.251790761179829320e-02,1.432968085501859848e-02,2.724279781990523314e-02,1.805649340000000172e-02
4.216210810540526599e-01,4.774397897240721667e-02,2.316428271375465045e-02,3.170026578199054007e-02,1.830064020000000263e-02
4.217210860543026962e-01,5.778964947668886049e-02,2.157858494423792531e-02,3.586828777251187261e-02,2.715096170000000017e-02
4.218210910545527326e-01,5.970587564224547755e-02,2.605251793680297967e-02,4.113620445497632311e-02,2.000966780000000209e-02
4.219210960548027134e-01,6.980961360608943511e-02,3.131929981412639313e-02,4.188876398104266624e-02,2.995864990000000200e-02
4.220211010550527497e-01,7.236458182683158658e-02,2.718515920074349515e-02,4.675145630331754842e-02,2.568608090000000510e-02
4.221211060553027306e-01,6.969347868696479376e-02,2.939380966542751508e-02,4.599889677725119835e-02,2.507571390000000455e-02
4.222211110555527669e-01,7.491955004757372416e-02,2.474998048327137906e-02,4.426222094786731731e-02,2.196284220000000245e-02
4.223211160558027477e-01,7.114516517602281764e-02,2.860096078066915251e-02,4.756190502369669892e-02,2.147454860000000063e-02
4.224211210560527840e-01,7.224844690770694522e-02,2.956370585501858633e-02,4.924069165876778648e-02,1.860582370000000291e-02
4.225211260563028204e-01,7.538408972407231734e-02,2.939380966542751508e-02,4.310443706161139199e-02,1.982655770000000400e-02
4.226211310565528012e-01,7.828746270218837899e-02,2.894075315985130542e-02,4.895124568720380515e-02,2.208491560000000464e-02
4.227211360568028375e-01,7.735838334919124815e-02,2.928054553903345833e-02,5.091947829383887403e-02,2.641852130000000090e-02
4.228211410570528184e-01,7.875200237868697217e-02,3.069634711895911569e-02,4.837235374407584249e-02,3.136249399999999771e-02
4.229211460573028547e-01,7.892620475737392727e-02,3.103613949814126860e-02,5.161414862559243755e-02,2.293942940000000263e-02
4.230211510575528355e-01,7.811326032350142390e-02,3.092287537174721532e-02,4.866179971563983075e-02,2.062003480000000263e-02
4.231211560578028719e-01,7.642930399619408954e-02,2.871422490706320579e-02,4.709879146919433018e-02,2.080314490000000419e-02
4.232211610580529082e-01,7.021608582302568680e-02,2.803464014869888610e-02,4.374121819905215508e-02,2.239009910000000145e-02
4.233211660583028890e-01,7.137743501427212811e-02,2.435355604089220818e-02,4.310443706161139199e-02,2.251217250000000364e-02
4.234211710585529254e-01,6.841599457659372496e-02,2.486324460966543234e-02,4.113620445497632311e-02,2.123040180000000318e-02
4.235211760588029062e-01,7.079676041864889358e-02,2.305101858736059717e-02,4.287288028436020415e-02,2.208491560000000464e-02
4.236211810590529425e-01,7.393240323501426570e-02,2.407039572490706977e-02,4.455166691943129864e-02,2.629644789999999871e-02
4.237211860593029233e-01,7.555829210275927244e-02,2.667547063197026058e-02,3.997842056872039779e-02,1.756819980000000336e-02
4.238211910595529597e-01,6.975154614652712137e-02,2.627904618959107930e-02,4.646201033175356709e-02,1.805649340000000172e-02
4.239211960598029960e-01,7.323559372026641756e-02,2.786474395910781485e-02,4.756190502369669892e-02,2.696785160000000209e-02
4.240212010600529768e-01,7.526795480494767598e-02,2.452345223048326903e-02,4.530422644549764177e-02,1.823960350000000327e-02
4.241212060603030132e-01,7.410660561370123467e-02,2.877085697026022376e-02,4.941435924170617389e-02,2.287839270000000327e-02
4.242212110605529940e-01,7.515181988582303463e-02,2.639231031598513258e-02,5.144048104265405014e-02,2.574711760000000446e-02
4.243212160608030303e-01,7.515181988582303463e-02,2.797800808550186119e-02,4.814079696682465465e-02,2.635748460000000154e-02
4.244212210610530112e-01,6.777725252140819057e-02,2.633567825278810420e-02,4.513055886255925436e-02,2.501467720000000172e-02
4.245212260613030475e-01,6.214470894386297378e-02,2.639231031598513258e-02,4.206243156398105365e-02,2.397705330000000218e-02
4.246212310615530838e-01,6.644170095147478028e-02,2.095563224907064440e-02,4.148353962085309793e-02,2.177973210000000437e-02
4.247212360618030647e-01,6.301572083729781171e-02,1.863371765799256077e-02,4.003630976303319128e-02,2.062003480000000263e-02
4.248212410620531010e-01,5.401526460513796091e-02,2.084236812267658764e-02,3.586828777251187261e-02,2.293942940000000263e-02
4.249212460623030818e-01,5.215710589914367146e-02,1.784086877323419820e-02,3.164237658767774658e-02,2.348875970000000382e-02
4.250212510625531181e-01,4.710523691722168921e-02,1.410315260223048844e-02,2.996358995260664862e-02,1.628642910000000638e-02
4.251212560628030990e-01,3.914999495718363837e-02,1.840718940520447156e-02,2.735857620853082706e-02,2.025381460000000300e-02
