channel_x_1_rms,channel_x_1_vdv,channel_x_1_crest,channel_y_2_rms,channel_y_2_vdv,channel_y_2_crest,channel_z_3_rms,channel_z_3_vdv,channel_z_3_crest,channel_z_4_rms,channel_z_4_vdv,channel_z_4_crest,vector_sum_rms
1.2287707958281563e-05,2.0499177911660642e-05,1.8598176776986455,6.338874786063338e-06,1.105824341932433e-05,2.131108709227014,1.046777153343427e-05,1.645731537278559e-05,1.4895631931247153,1.5683033801092752e-05,2.345991449762323e-05,1.2385101344201463,2.7022642855730257e-05
