channel_x_1_rms,channel_x_1_vdv,channel_x_1_crest,channel_y_2_rms,channel_y_2_vdv,channel_y_2_crest,channel_z_3_rms,channel_z_3_vdv,channel_z_3_crest,channel_z_4_rms,channel_z_4_vdv,channel_z_4_crest,vector_sum_rms
1.2385283090119801e-05,2.1048352547724655e-05,4.580376840012746,6.858217252681931e-06,1.3622367449338725e-05,12.28359240206288,1.064416834360243e-05,1.690644979044556e-05,3.1469076129486147,1.5620384151805282e-05,2.3367242709902525e-05,1.0810435991931842,2.7388652171061746e-05
